Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Mahindra Scorpio,16.93,13.8,5,SUV,Diesel,Manual,Used,Luxury,Blue,Recommended
Hyundai Venue,21.37,14.4,7,SUV,Petrol,Manual,New,Family,White,Not Recommended
Kia Carens,30.97,18.5,4,Hatchback,Electric,Automatic,Used,Sporty,Black,Recommended
Honda Jazz,14.57,11.0,7,Hatchback,Diesel,Automatic,New,Luxury,White,Recommended
Tata Tigor,13.97,24.9,4,SUV,Diesel,Automatic,Used,Luxury,Red,Not Recommended
Maruti Brezza,26.14,10.9,4,Hatchback,Electric,Manual,New,Luxury,Red,Recommended
Hyundai Verna,43.83,19.8,5,Sedan,Diesel,Automatic,Used,Sporty,Blue,Not Recommended
Maruti Dzire,20.28,13.2,5,Hatchback,Petrol,Automatic,Used,Luxury,Black,Recommended
Tata Hexa,18.38,20.0,7,Hatchback,Petrol,Automatic,Used,Sporty,Silver,Not Recommended
Tata Nexon,9.61,11.0,7,Sedan,Diesel,Manual,New,Family,White,Recommended
Maruti Swift,5.11,14.5,4,Hatchback,Petrol,Automatic,New,Luxury,Red,Not Recommended
Kia Carens,31.03,22.8,7,Sedan,Petrol,Automatic,Used,Luxury,White,Not Recommended
Hyundai Grand i10,31.39,18.3,4,Sedan,Petrol,Automatic,New,Luxury,Silver,Not Recommended
Toyota Glanza,16.53,22.8,6,Sedan,Diesel,Automatic,Used,Luxury,Blue,Not Recommended
Kia Seltos,15.06,17.3,4,SUV,Petrol,Manual,New,Sporty,Red,Not Recommended
Maruti Baleno,24.75,10.3,6,Sedan,Diesel,Manual,New,Family,Black,Not Recommended
Honda Civic,5.0,20.6,4,Sedan,Petrol,Manual,Used,Family,White,Not Recommended
Maruti WagonR,32.44,20.9,7,Hatchback,Diesel,Automatic,Used,Luxury,Blue,Recommended
Tata Hexa,5.64,10.2,6,SUV,Petrol,Automatic,New,Family,Red,Not Recommended
Kia Carens,4.97,24.7,5,SUV,Diesel,Automatic,Used,Sporty,Silver,Recommended
Hyundai i20,32.51,23.0,5,SUV,Electric,Manual,Used,Sporty,Black,Not Recommended
Maruti Swift,8.39,19.6,5,Hatchback,Electric,Manual,New,Sporty,Red,Recommended
Maruti Swift,8.3,19.0,6,Hatchback,Electric,Manual,New,Family,Blue,Not Recommended
Tata Safari,42.42,16.2,4,SUV,Petrol,Automatic,New,Sporty,Blue,Not Recommended
Hyundai Elantra,32.49,11.6,6,SUV,Petrol,Automatic,Used,Sporty,Black,Not Recommended
Mahindra Bolero,40.97,22.7,6,Sedan,Diesel,Manual,New,Sporty,White,Not Recommended
Hyundai Creta,19.21,15.4,4,SUV,Electric,Automatic,New,Luxury,White,Recommended
Maruti Brezza,5.62,19.8,5,SUV,Petrol,Automatic,Used,Family,Blue,Not Recommended
Toyota Fortuner,6.63,14.8,5,Sedan,Diesel,Manual,Used,Family,Black,Not Recommended
Hyundai i20,14.75,24.1,4,SUV,Petrol,Manual,Used,Sporty,White,Not Recommended
Tata Nexon,5.23,15.8,7,Hatchback,Electric,Automatic,Used,Family,Silver,Recommended
Tata Hexa,22.61,20.3,7,Hatchback,Petrol,Automatic,Used,Sporty,Silver,Not Recommended
Kia Seltos,29.99,13.4,4,Sedan,Petrol,Manual,New,Sporty,Red,Not Recommended
Maruti Brezza,5.62,19.8,5,SUV,Petrol,Automatic,Used,Family,Blue,Not Recommended
Kia Sonet,24.02,16.7,7,Sedan,Diesel,Automatic,Used,Family,Red,Recommended
Tata Hexa,28.74,17.7,4,SUV,Petrol,Manual,Used,Sporty,Red,Recommended
Kia Sonet,5.5,21.3,6,Hatchback,Petrol,Manual,New,Family,Red,Recommended
Mahindra Scorpio,8.27,21.4,6,Sedan,Diesel,Automatic,New,Family,Blue,Recommended
Toyota Glanza,35.09,23.6,4,Sedan,Electric,Manual,New,Luxury,Silver,Not Recommended
Honda CR-V,40.44,22.1,5,SUV,Electric,Manual,New,Family,Red,Recommended
Mahindra Thar,27.26,22.7,6,Sedan,Electric,Manual,New,Luxury,Blue,Recommended
Maruti Dzire,35.5,22.1,5,Hatchback,Electric,Manual,New,Family,Red,Recommended
Kia Carnival,31.58,21.4,5,Sedan,Diesel,Automatic,Used,Luxury,Red,Not Recommended
Hyundai Elantra,29.05,17.8,7,Hatchback,Petrol,Manual,Used,Sporty,Silver,Recommended
Maruti Baleno,26.14,14.5,5,SUV,Petrol,Manual,New,Family,White,Not Recommended
Maruti Alto,15.16,22.1,5,Sedan,Diesel,Manual,New,Sporty,Silver,Recommended
Maruti Baleno,9.43,15.1,5,Sedan,Electric,Automatic,New,Luxury,Red,Not Recommended
Mahindra Scorpio,6.77,10.7,7,Sedan,Electric,Automatic,New,Luxury,Silver,Not Recommended
Hyundai Grand i10,11.14,17.2,7,SUV,Diesel,Manual,New,Sporty,White,Not Recommended
Hyundai Tucson,12.24,11.3,5,Sedan,Petrol,Manual,Used,Sporty,White,Recommended
Tata Nexon,12.95,24.8,6,Sedan,Petrol,Manual,Used,Sporty,Silver,Not Recommended
Toyota Glanza,35.09,23.6,4,Sedan,Electric,Manual,New,Luxury,Silver,Not Recommended
Mahindra Thar,34.06,18.7,7,Sedan,Electric,Automatic,New,Sporty,Black,Recommended
Hyundai Grand i10,27.25,13.4,4,Hatchback,Electric,Automatic,Used,Luxury,Blue,Not Recommended
Hyundai Venue,41.61,24.3,6,SUV,Diesel,Automatic,Used,Sporty,Red,Recommended
Tata Punch,19.61,19.7,5,Sedan,Electric,Manual,New,Family,Silver,Not Recommended
Tata Altroz,29.66,11.7,5,Hatchback,Electric,Automatic,New,Family,Blue,Recommended
Tata Nexon,15.84,18.6,6,Sedan,Electric,Manual,New,Family,Blue,Recommended
Kia Carens,35.76,24.7,4,Hatchback,Diesel,Automatic,Used,Family,Silver,Not Recommended
Hyundai i20,29.3,19.7,7,Sedan,Electric,Automatic,New,Luxury,White,Recommended
Tata Hexa,44.68,19.1,5,Hatchback,Electric,Manual,Used,Luxury,Black,Recommended
Maruti WagonR,44.64,22.1,4,Hatchback,Petrol,Manual,Used,Family,Silver,Recommended
Toyota Glanza,34.23,24.7,7,Sedan,Electric,Automatic,Used,Family,Silver,Not Recommended
Maruti Dzire,14.44,16.7,4,Sedan,Diesel,Manual,New,Luxury,White,Recommended
Hyundai Tucson,7.65,10.7,6,Sedan,Petrol,Automatic,Used,Sporty,Blue,Recommended
Maruti WagonR,7.92,19.6,6,Hatchback,Petrol,Manual,New,Luxury,Black,Not Recommended
Hyundai Aura,9.84,19.5,7,Sedan,Electric,Automatic,Used,Luxury,Silver,Recommended
Kia Carens,16.76,20.2,7,Sedan,Electric,Manual,New,Family,Blue,Recommended
Hyundai Verna,11.87,19.4,6,Sedan,Diesel,Automatic,Used,Sporty,Red,Recommended
Hyundai Grand i10,27.25,13.4,4,Hatchback,Electric,Automatic,Used,Luxury,Blue,Not Recommended
Mahindra Scorpio,25.25,24.9,7,SUV,Diesel,Manual,New,Sporty,Red,Recommended
Mahindra Thar,34.06,18.7,7,Sedan,Electric,Automatic,New,Sporty,Black,Recommended
Kia Carnival,8.98,21.7,4,Hatchback,Diesel,Manual,New,Sporty,Black,Not Recommended
Toyota Fortuner,39.27,15.8,6,Sedan,Electric,Manual,Used,Luxury,Blue,Not Recommended
Hyundai Grand i10,35.8,21.6,6,Sedan,Petrol,Automatic,New,Luxury,White,Not Recommended
Hyundai i20,28.62,17.1,6,Hatchback,Petrol,Automatic,Used,Family,Red,Not Recommended
Kia Sonet,5.09,10.1,7,Sedan,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Tata Harrier,40.69,23.1,4,Sedan,Electric,Automatic,Used,Luxury,Silver,Not Recommended
Honda WR-V,29.94,10.5,7,Sedan,Diesel,Automatic,Used,Sporty,Black,Recommended
Honda WR-V,39.61,21.9,4,Hatchback,Petrol,Automatic,New,Family,White,Not Recommended
Kia Sonet,6.55,14.5,4,Sedan,Electric,Manual,New,Luxury,Black,Not Recommended
Tata Punch,19.61,19.7,5,Sedan,Electric,Manual,New,Family,Silver,Not Recommended
Hyundai Verna,36.92,10.1,4,SUV,Diesel,Manual,New,Luxury,Red,Recommended
Toyota Glanza,42.73,18.1,6,SUV,Petrol,Manual,New,Luxury,Black,Recommended
Maruti Baleno,36.06,16.5,7,Sedan,Petrol,Automatic,Used,Family,Red,Recommended
Maruti Swift,43.26,23.6,6,Sedan,Petrol,Automatic,New,Luxury,Black,Recommended
Tata Punch,44.76,15.4,4,SUV,Electric,Manual,Used,Luxury,Black,Not Recommended
Hyundai Venue,20.09,18.9,6,SUV,Diesel,Manual,New,Sporty,Black,Not Recommended
Tata Harrier,40.69,23.1,4,Sedan,Electric,Automatic,Used,Luxury,Silver,Not Recommended
Kia Seltos,21.98,19.2,7,Sedan,Diesel,Automatic,Used,Luxury,Blue,Not Recommended
Maruti WagonR,24.18,16.4,7,Sedan,Electric,Automatic,New,Family,Silver,Recommended
Maruti Baleno,30.66,15.8,4,Sedan,Diesel,Manual,Used,Family,Blue,Recommended
Hyundai Creta,31.9,14.2,5,Sedan,Diesel,Manual,Used,Family,Blue,Not Recommended
Honda Civic,20.58,20.2,5,Hatchback,Electric,Automatic,Used,Family,Blue,Recommended
Mahindra Thar,28.4,13.9,4,SUV,Electric,Automatic,New,Sporty,Red,Recommended
Maruti WagonR,35.2,22.8,5,Sedan,Electric,Automatic,New,Luxury,Red,Recommended
Hyundai Creta,8.83,17.5,4,Sedan,Petrol,Automatic,Used,Luxury,Blue,Not Recommended
Hyundai i20,29.3,19.7,7,Sedan,Electric,Automatic,New,Luxury,White,Recommended
Honda Jazz,43.01,15.2,4,SUV,Electric,Manual,Used,Luxury,White,Recommended
Hyundai i20,22.26,14.6,6,Sedan,Diesel,Automatic,New,Sporty,Silver,Recommended
Maruti Alto,36.59,24.4,5,Hatchback,Petrol,Automatic,Used,Luxury,White,Not Recommended
Honda City,4.75,14.0,7,Sedan,Petrol,Manual,Used,Luxury,Blue,Recommended
Tata Punch,19.61,19.7,5,Sedan,Electric,Manual,New,Family,Silver,Not Recommended
Honda City,25.28,17.7,6,SUV,Electric,Manual,New,Luxury,Red,Recommended
Maruti Swift,11.61,13.6,7,Sedan,Electric,Manual,New,Sporty,White,Recommended
Tata Hexa,33.86,12.0,5,Sedan,Diesel,Automatic,Used,Sporty,Black,Recommended
Maruti WagonR,6.92,24.7,6,Hatchback,Electric,Automatic,New,Luxury,Blue,Not Recommended
Toyota Fortuner,5.58,10.7,6,Sedan,Electric,Automatic,New,Sporty,White,Recommended
Honda CR-V,40.02,22.3,4,Hatchback,Electric,Automatic,New,Sporty,Black,Recommended
Kia Carnival,32.55,15.2,7,Hatchback,Electric,Automatic,New,Sporty,Blue,Not Recommended
Honda WR-V,11.82,13.8,5,Sedan,Diesel,Automatic,Used,Luxury,Red,Recommended
Tata Hexa,7.75,19.9,5,Sedan,Petrol,Manual,New,Sporty,Silver,Not Recommended
Hyundai Elantra,29.05,17.8,7,Hatchback,Petrol,Manual,Used,Sporty,Silver,Recommended
Tata Safari,10.96,16.5,4,Sedan,Diesel,Automatic,Used,Family,White,Recommended
Hyundai i20,35.09,24.7,4,Sedan,Diesel,Manual,New,Sporty,Blue,Not Recommended
Maruti Alto,15.24,10.9,7,SUV,Diesel,Automatic,Used,Luxury,Black,Recommended
Mahindra Bolero,4.79,18.7,7,SUV,Petrol,Automatic,Used,Luxury,White,Recommended
Hyundai Elantra,28.45,18.5,5,SUV,Electric,Manual,Used,Sporty,White,Recommended
Maruti Alto,38.43,11.2,7,Hatchback,Petrol,Manual,Used,Sporty,Silver,Recommended
Mahindra Bolero,43.75,23.7,4,Sedan,Diesel,Automatic,Used,Luxury,Silver,Recommended
Hyundai Elantra,4.24,12.2,6,Sedan,Electric,Automatic,Used,Sporty,Blue,Recommended
Honda City,35.0,19.5,7,SUV,Diesel,Manual,New,Family,Blue,Not Recommended
Toyota Fortuner,6.47,20.4,4,Sedan,Petrol,Manual,Used,Luxury,Red,Recommended
Honda Civic,26.63,16.7,6,Sedan,Diesel,Manual,New,Sporty,Silver,Not Recommended
Hyundai Grand i10,29.15,11.6,5,Sedan,Electric,Manual,Used,Sporty,Blue,Recommended
Tata Altroz,21.29,11.0,4,SUV,Petrol,Automatic,Used,Luxury,Red,Recommended
Honda Jazz,15.24,14.1,4,SUV,Petrol,Automatic,Used,Luxury,Blue,Recommended
Honda WR-V,35.61,18.7,5,Sedan,Diesel,Automatic,Used,Sporty,Blue,Recommended
Honda Civic,20.79,15.5,6,SUV,Electric,Manual,Used,Family,Black,Recommended
Toyota Glanza,24.0,23.4,6,Hatchback,Diesel,Automatic,New,Luxury,Silver,Recommended
Tata Altroz,12.61,22.9,7,Hatchback,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Tata Nexon,43.4,19.2,5,Sedan,Electric,Automatic,Used,Family,White,Recommended
Mahindra Bolero,34.97,15.4,5,Hatchback,Electric,Automatic,New,Sporty,Red,Recommended
Hyundai Grand i10,42.04,20.4,4,SUV,Electric,Manual,New,Luxury,Silver,Recommended
Toyota Innova,11.23,21.2,7,Sedan,Petrol,Automatic,Used,Family,Silver,Not Recommended
Tata Nexon,22.84,11.1,4,Sedan,Diesel,Automatic,New,Luxury,White,Recommended
Tata Nexon,44.87,13.0,4,SUV,Electric,Manual,Used,Luxury,Red,Recommended
Tata Harrier,5.06,20.2,4,SUV,Diesel,Automatic,New,Sporty,Silver,Recommended
Hyundai Venue,42.31,12.0,4,Sedan,Diesel,Manual,New,Luxury,Blue,Recommended
Maruti Dzire,43.57,23.5,7,Sedan,Petrol,Automatic,New,Sporty,Silver,Not Recommended
Tata Nexon,42.96,10.9,7,Sedan,Electric,Automatic,Used,Sporty,Silver,Recommended
Toyota Glanza,31.61,12.3,7,Sedan,Petrol,Automatic,New,Sporty,Blue,Recommended
Tata Safari,42.42,16.2,4,SUV,Petrol,Automatic,New,Sporty,Blue,Not Recommended
Hyundai Grand i10,11.14,17.2,7,SUV,Diesel,Manual,New,Sporty,White,Not Recommended
Hyundai i20,26.53,21.6,5,Sedan,Petrol,Automatic,New,Sporty,White,Not Recommended
Tata Tiago,15.02,18.8,7,SUV,Diesel,Manual,Used,Luxury,Red,Not Recommended
Hyundai Creta,7.48,18.9,6,SUV,Electric,Manual,Used,Luxury,Blue,Not Recommended
Tata Altroz,24.81,11.9,7,SUV,Electric,Automatic,New,Sporty,White,Not Recommended
Hyundai Venue,13.18,12.8,6,Sedan,Diesel,Automatic,Used,Sporty,White,Not Recommended
Maruti Baleno,19.57,24.7,7,SUV,Diesel,Manual,Used,Family,Red,Not Recommended
Tata Safari,5.52,13.0,4,Sedan,Electric,Automatic,Used,Family,White,Not Recommended
Honda Jazz,22.51,22.1,4,SUV,Electric,Manual,Used,Luxury,Silver,Recommended
Mahindra XUV300,38.32,12.6,7,SUV,Electric,Automatic,New,Luxury,Silver,Recommended
Hyundai Tucson,11.19,19.0,4,Sedan,Diesel,Manual,Used,Luxury,Silver,Not Recommended
Hyundai Elantra,28.45,18.5,5,SUV,Electric,Manual,Used,Sporty,White,Recommended
Maruti WagonR,22.55,24.9,7,Hatchback,Diesel,Automatic,New,Family,Silver,Recommended
Hyundai Tucson,20.35,11.6,7,SUV,Diesel,Automatic,New,Sporty,White,Recommended
Kia Carens,37.54,24.7,6,Sedan,Electric,Manual,Used,Luxury,White,Not Recommended
Kia Carens,40.33,22.9,6,Hatchback,Electric,Automatic,New,Sporty,Red,Not Recommended
Toyota Innova,29.89,17.3,5,Sedan,Electric,Manual,Used,Sporty,Red,Recommended
Kia Carnival,9.44,14.2,7,Hatchback,Petrol,Manual,New,Luxury,Silver,Recommended
Hyundai i20,23.4,12.8,4,Hatchback,Petrol,Automatic,Used,Luxury,Silver,Recommended
Honda City,18.8,21.3,6,Hatchback,Petrol,Automatic,Used,Sporty,White,Recommended
Maruti Brezza,28.92,22.7,6,Sedan,Diesel,Manual,New,Sporty,Red,Recommended
Honda Jazz,39.71,16.0,5,Sedan,Petrol,Manual,Used,Sporty,Silver,Not Recommended
Toyota Innova,26.32,24.2,7,Sedan,Electric,Automatic,Used,Family,White,Not Recommended
Honda CR-V,44.45,17.6,5,SUV,Diesel,Automatic,Used,Sporty,Red,Not Recommended
Maruti WagonR,28.31,22.0,6,Hatchback,Electric,Automatic,New,Sporty,White,Not Recommended
Kia Seltos,44.33,22.7,7,SUV,Electric,Automatic,Used,Luxury,White,Not Recommended
Tata Harrier,30.83,23.1,4,SUV,Diesel,Automatic,Used,Family,Blue,Recommended
Kia Seltos,22.52,23.9,4,Sedan,Diesel,Automatic,New,Luxury,Black,Recommended
Mahindra XUV300,39.6,11.2,4,Sedan,Electric,Automatic,New,Family,Blue,Not Recommended
Tata Harrier,34.19,14.7,6,Sedan,Petrol,Manual,New,Family,White,Not Recommended
Kia Carens,35.34,19.6,7,SUV,Petrol,Automatic,New,Sporty,Blue,Recommended
Toyota Innova,25.61,10.9,5,Hatchback,Electric,Automatic,Used,Sporty,Silver,Recommended
Hyundai Elantra,18.77,10.8,4,Hatchback,Electric,Manual,Used,Family,Black,Not Recommended
Hyundai Grand i10,42.04,20.4,4,SUV,Electric,Manual,New,Luxury,Silver,Recommended
Tata Altroz,11.44,21.3,7,Hatchback,Electric,Automatic,Used,Luxury,Blue,Not Recommended
Maruti Brezza,17.74,15.3,5,Sedan,Diesel,Manual,New,Sporty,Blue,Not Recommended
Hyundai Creta,11.4,15.2,6,Hatchback,Electric,Manual,New,Family,Silver,Recommended
Hyundai Verna,33.04,15.0,5,Hatchback,Diesel,Manual,Used,Family,White,Recommended
Honda WR-V,10.5,12.1,6,Hatchback,Petrol,Manual,Used,Sporty,Red,Recommended
Honda Jazz,11.24,21.9,5,Sedan,Diesel,Manual,New,Luxury,White,Not Recommended
Hyundai Elantra,29.05,17.8,7,Hatchback,Petrol,Manual,Used,Sporty,Silver,Recommended
Hyundai Tucson,8.2,19.8,6,SUV,Electric,Automatic,New,Luxury,Red,Recommended
Toyota Innova,36.38,10.0,4,Hatchback,Electric,Automatic,Used,Family,Silver,Not Recommended
Tata Altroz,12.61,22.9,7,Hatchback,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Hyundai Grand i10,12.99,14.6,7,Sedan,Electric,Manual,New,Family,Blue,Recommended
Maruti Baleno,18.34,17.8,4,Sedan,Electric,Automatic,Used,Family,Black,Recommended
Hyundai Verna,7.32,15.5,4,SUV,Petrol,Manual,New,Luxury,Black,Recommended
Hyundai Elantra,37.81,22.3,4,Hatchback,Electric,Automatic,New,Family,Blue,Recommended
Tata Harrier,39.6,16.8,4,Sedan,Petrol,Manual,Used,Luxury,White,Not Recommended
Tata Altroz,27.9,10.5,4,Hatchback,Petrol,Automatic,Used,Family,Black,Not Recommended
Maruti WagonR,22.29,14.2,7,SUV,Electric,Automatic,New,Sporty,Black,Recommended
Tata Punch,44.76,15.4,4,SUV,Electric,Manual,Used,Luxury,Black,Not Recommended
Toyota Glanza,34.23,24.7,7,Sedan,Electric,Automatic,Used,Family,Silver,Not Recommended
Tata Hexa,42.29,15.8,5,Hatchback,Electric,Manual,Used,Sporty,Black,Recommended
Tata Harrier,25.02,17.8,4,SUV,Diesel,Automatic,New,Sporty,White,Not Recommended
Hyundai Verna,42.21,14.6,6,SUV,Petrol,Manual,Used,Luxury,Blue,Not Recommended
Tata Tigor,29.25,20.8,5,SUV,Petrol,Manual,Used,Family,Black,Not Recommended
Maruti Swift,15.35,18.0,4,SUV,Electric,Manual,Used,Family,Blue,Recommended
Hyundai i20,28.62,17.1,6,Hatchback,Petrol,Automatic,Used,Family,Red,Not Recommended
Honda City,24.37,16.7,7,Hatchback,Electric,Manual,Used,Family,Blue,Recommended
Maruti Alto,34.28,24.5,5,SUV,Electric,Manual,New,Family,Red,Not Recommended
Hyundai Tucson,20.35,11.6,7,SUV,Diesel,Automatic,New,Sporty,White,Recommended
Maruti WagonR,35.2,22.8,5,Sedan,Electric,Automatic,New,Luxury,Red,Recommended
Hyundai Grand i10,37.05,11.2,6,Sedan,Electric,Manual,New,Luxury,Black,Recommended
Kia Carens,6.97,19.5,4,SUV,Electric,Manual,New,Luxury,Silver,Recommended
Honda WR-V,10.85,15.1,4,Hatchback,Diesel,Automatic,Used,Sporty,Blue,Recommended
Tata Hexa,15.24,19.0,7,Sedan,Petrol,Manual,New,Family,Blue,Recommended
Kia Carnival,36.82,10.1,5,Sedan,Diesel,Manual,Used,Family,White,Not Recommended
Maruti Baleno,13.92,21.2,7,Sedan,Diesel,Automatic,Used,Luxury,Black,Recommended
Kia Carens,7.57,19.5,7,Sedan,Diesel,Automatic,New,Luxury,White,Recommended
Kia Carens,17.81,24.3,6,Sedan,Diesel,Automatic,Used,Family,Silver,Recommended
Toyota Glanza,21.88,20.8,5,Sedan,Electric,Automatic,New,Sporty,Silver,Not Recommended
Mahindra Bolero,16.43,21.7,4,SUV,Petrol,Manual,New,Luxury,Red,Recommended
