Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Bentley Continental GT,124.44,6.4,5,Luxury,Diesel,Manual,Used,Sports,White,Recommended
Audi RS7,222.17,10.8,4,Luxury,Petrol,Automatic,New,Luxury,Black,Not Recommended
Lamborghini Huracan,183.55,7.4,5,Luxury,Diesel,Manual,Used,Luxury,White,Recommended
Rolls-Royce Phantom,226.92,5.9,4,Luxury,Hybrid,Manual,New,Luxury,White,Recommended
Porsche 911,75.31,7.6,2,Luxury,Diesel,Automatic,New,Sports,Black,Not Recommended
Rolls-Royce Ghost,135.33,13.1,5,Luxury,Petrol,Automatic,Used,Luxury,Grey,Not Recommended
Audi RS7,84.37,8.6,5,Luxury,Diesel,Automatic,Used,Family,Blue,Not Recommended
Rolls-Royce Phantom,290.7,5.0,2,Luxury,Hybrid,Automatic,Used,Luxury,White,Not Recommended
Mercedes S-Class,62.51,13.4,5,Luxury,Hybrid,Manual,New,Family,Blue,Not Recommended
Rolls-Royce Phantom,244.05,7.4,4,Luxury,Hybrid,Manual,Used,Sports,Red,Not Recommended
Jaguar XF,65.16,7.9,5,Luxury,Hybrid,Manual,New,Sports,Blue,Not Recommended
Porsche Panamera,209.02,11.3,4,Luxury,Diesel,Manual,Used,Family,Blue,Not Recommended
Ferrari Roma,218.38,11.1,4,Luxury,Diesel,Automatic,Used,Luxury,Grey,Not Recommended
Ferrari Roma,281.68,12.3,4,Luxury,Hybrid,Manual,New,Luxury,Red,Not Recommended
Jaguar XF,35.04,8.2,2,Luxury,Hybrid,Manual,Used,Sports,Black,Recommended
Jaguar F-Type,291.26,9.4,4,Luxury,Petrol,Manual,Used,Family,Red,Not Recommended
BMW M5,285.04,6.8,4,Luxury,Hybrid,Manual,Used,Luxury,Blue,Not Recommended
BMW M5,42.84,13.5,5,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
BMW M4,282.29,7.1,2,Luxury,Diesel,Manual,Used,Luxury,Red,Not Recommended
Porsche 911,48.45,7.1,2,Luxury,Petrol,Automatic,New,Luxury,Grey,Not Recommended
Lamborghini Huracan,123.09,14.7,5,Luxury,Diesel,Manual,New,Sports,Grey,Recommended
Audi A8L,298.92,5.5,2,Luxury,Diesel,Manual,Used,Sports,Black,Recommended
Rolls-Royce Phantom,110.79,7.7,5,Luxury,Diesel,Manual,Used,Sports,White,Recommended
Ferrari Roma,207.35,12.4,2,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Not Recommended
Jaguar XF,250.73,5.4,2,Luxury,Hybrid,Automatic,Used,Luxury,Red,Recommended
Rolls-Royce Phantom,199.69,13.5,5,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
Porsche 911,164.03,11.5,2,Luxury,Petrol,Manual,Used,Sports,Red,Recommended
BMW Z4,39.11,10.6,5,Luxury,Diesel,Manual,New,Luxury,Red,Not Recommended
Mercedes AMG GT,210.75,7.8,2,Luxury,Petrol,Manual,Used,Sports,Blue,Recommended
Porsche 911,192.38,7.6,2,Luxury,Diesel,Manual,Used,Luxury,Black,Not Recommended
BMW M5,88.06,5.5,2,Luxury,Petrol,Manual,Used,Sports,Black,Recommended
Rolls-Royce Ghost,214.99,9.7,5,Luxury,Diesel,Manual,New,Family,Grey,Not Recommended
Audi A8L,255.17,5.4,2,Luxury,Diesel,Manual,New,Family,Blue,Not Recommended
Mercedes AMG GT,100.84,11.8,4,Luxury,Hybrid,Manual,Used,Sports,Red,Not Recommended
Lamborghini Huracan,155.36,5.7,4,Luxury,Petrol,Automatic,New,Family,Grey,Not Recommended
Ferrari Roma,123.08,8.1,5,Luxury,Diesel,Automatic,New,Family,Red,Not Recommended
Audi RS7,232.94,14.7,2,Luxury,Petrol,Automatic,Used,Sports,Red,Recommended
Porsche 911,202.79,13.5,5,Luxury,Diesel,Manual,New,Family,Black,Recommended
Audi A8L,205.64,5.5,2,Luxury,Hybrid,Manual,New,Luxury,Grey,Recommended
Porsche Cayenne,106.55,10.9,5,Luxury,Hybrid,Automatic,Used,Sports,Grey,Recommended
Jaguar F-Type,265.35,11.5,5,Luxury,Petrol,Manual,Used,Sports,White,Recommended
Land Rover Range Rover,130.98,13.8,5,Luxury,Diesel,Manual,Used,Luxury,Red,Recommended
Jaguar XF,290.56,10.5,2,Luxury,Hybrid,Manual,Used,Family,Red,Not Recommended
Aston Martin Vantage,254.74,11.3,5,Luxury,Hybrid,Manual,New,Family,Blue,Not Recommended
Jaguar F-Type,73.35,6.6,5,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
Bentley Continental GT,121.58,9.7,2,Luxury,Petrol,Automatic,Used,Luxury,White,Not Recommended
BMW Z4,111.3,10.2,2,Luxury,Diesel,Manual,Used,Sports,Red,Recommended
Mercedes S-Class,260.45,13.3,4,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Mercedes S-Class,233.88,9.4,4,Luxury,Diesel,Manual,Used,Sports,Grey,Recommended
Audi RS5,251.21,10.9,2,Luxury,Diesel,Manual,Used,Family,Red,Recommended
Lexus LC500h,201.47,12.7,5,Luxury,Petrol,Manual,Used,Luxury,Black,Recommended
BMW M5,252.66,11.2,2,Luxury,Diesel,Automatic,New,Sports,Blue,Recommended
Range Rover Sport,186.4,9.7,4,Luxury,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Lamborghini Huracan,77.92,6.8,2,Luxury,Petrol,Automatic,Used,Family,Blue,Recommended
BMW Z4,261.75,10.1,5,Luxury,Diesel,Automatic,Used,Sports,Blue,Recommended
Bentley Continental GT,295.89,7.4,2,Luxury,Petrol,Manual,New,Sports,Black,Recommended
Rolls-Royce Ghost,217.11,9.0,5,Luxury,Hybrid,Automatic,Used,Family,Grey,Not Recommended
BMW Z4,94.47,9.3,4,Luxury,Diesel,Manual,New,Luxury,Grey,Recommended
Jaguar F-Type,189.13,5.8,4,Luxury,Hybrid,Automatic,Used,Luxury,White,Recommended
BMW Z4,209.62,9.6,4,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Not Recommended
Jaguar F-Type,235.49,6.8,5,Luxury,Diesel,Automatic,Used,Sports,Red,Not Recommended
Land Rover Range Rover,149.94,8.8,4,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
BMW M4,289.99,7.8,4,Luxury,Diesel,Automatic,Used,Luxury,Red,Not Recommended
Porsche 911,231.82,11.7,5,Luxury,Petrol,Automatic,Used,Family,Grey,Recommended
BMW Z4,252.73,13.0,2,Luxury,Hybrid,Manual,Used,Luxury,Blue,Recommended
Ferrari Roma,92.8,10.6,4,Luxury,Hybrid,Manual,Used,Sports,Red,Recommended
Lexus LC500h,45.2,13.2,4,Luxury,Diesel,Automatic,Used,Sports,Red,Recommended
Mercedes S-Class,146.61,8.4,2,Luxury,Diesel,Manual,New,Family,Black,Not Recommended
BMW M4,89.87,6.0,2,Luxury,Hybrid,Manual,New,Family,Grey,Recommended
Audi RS7,109.38,10.6,5,Luxury,Hybrid,Automatic,New,Sports,Red,Recommended
Jaguar F-Type,34.43,8.1,4,Luxury,Diesel,Manual,New,Sports,White,Not Recommended
Porsche Cayenne,224.02,6.2,5,Luxury,Petrol,Manual,Used,Luxury,Grey,Not Recommended
Mercedes S-Class,60.21,10.4,2,Luxury,Diesel,Automatic,Used,Family,Blue,Recommended
Lamborghini Huracan,195.67,11.0,5,Luxury,Diesel,Automatic,New,Sports,Black,Not Recommended
Rolls-Royce Ghost,191.97,7.8,4,Luxury,Hybrid,Automatic,New,Sports,Blue,Not Recommended
Audi RS5,182.6,8.0,4,Luxury,Diesel,Automatic,Used,Sports,White,Not Recommended
Porsche Panamera,155.74,9.4,5,Luxury,Diesel,Manual,New,Family,White,Recommended
Bentley Continental GT,123.56,7.6,5,Luxury,Hybrid,Automatic,Used,Luxury,Black,Not Recommended
Porsche Cayenne,139.71,13.8,2,Luxury,Diesel,Automatic,New,Luxury,Grey,Not Recommended
BMW Z4,269.73,13.1,4,Luxury,Petrol,Manual,New,Sports,Grey,Not Recommended
Ferrari Roma,96.91,11.6,5,Luxury,Diesel,Automatic,New,Family,Red,Recommended
BMW M4,178.41,11.5,4,Luxury,Petrol,Automatic,New,Family,Grey,Recommended
Mercedes AMG GT,196.49,9.8,5,Luxury,Hybrid,Manual,Used,Family,Red,Recommended
Lexus LC500h,147.45,12.3,5,Luxury,Diesel,Manual,Used,Sports,Red,Recommended
Rolls-Royce Phantom,64.78,6.3,5,Luxury,Diesel,Automatic,New,Family,White,Not Recommended
Mercedes AMG GT,94.63,10.8,4,Luxury,Hybrid,Manual,Used,Luxury,Red,Not Recommended
Porsche 911,86.91,6.5,4,Luxury,Petrol,Automatic,Used,Luxury,Grey,Recommended
Audi A8L,277.3,12.4,2,Luxury,Hybrid,Manual,New,Family,Black,Not Recommended
Range Rover Sport,238.6,10.7,5,Luxury,Diesel,Automatic,Used,Family,Black,Not Recommended
BMW M4,203.63,10.8,4,Luxury,Petrol,Automatic,Used,Sports,Blue,Not Recommended
Porsche Panamera,199.15,7.4,5,Luxury,Petrol,Automatic,Used,Family,White,Not Recommended
Rolls-Royce Ghost,147.9,11.2,2,Luxury,Diesel,Automatic,Used,Luxury,Blue,Not Recommended
BMW M5,50.08,7.2,2,Luxury,Petrol,Automatic,Used,Family,Black,Not Recommended
Lexus LC500h,223.63,12.0,4,Luxury,Diesel,Manual,New,Luxury,Blue,Recommended
Audi RS5,195.0,12.4,5,Luxury,Hybrid,Manual,Used,Family,Blue,Not Recommended
Jaguar F-Type,95.42,10.6,2,Luxury,Hybrid,Automatic,New,Family,Black,Recommended
Bentley Continental GT,211.8,12.2,4,Luxury,Petrol,Automatic,New,Luxury,White,Recommended
Audi A8L,104.7,13.6,4,Luxury,Diesel,Automatic,New,Sports,Grey,Recommended
Audi RS7,171.48,6.5,5,Luxury,Diesel,Manual,New,Sports,Grey,Not Recommended
Audi A8L,222.01,11.0,2,Luxury,Diesel,Manual,New,Luxury,Grey,Not Recommended
Lexus LC500h,220.42,13.4,5,Luxury,Diesel,Automatic,Used,Family,White,Recommended
Land Rover Range Rover,237.99,9.5,5,Luxury,Diesel,Manual,Used,Luxury,Black,Recommended
Lexus LC500h,230.29,9.1,2,Luxury,Diesel,Manual,Used,Luxury,Red,Recommended
Bentley Continental GT,53.01,11.4,2,Luxury,Petrol,Manual,Used,Sports,White,Recommended
Rolls-Royce Phantom,138.4,5.6,5,Luxury,Petrol,Automatic,Used,Sports,Red,Recommended
Lamborghini Huracan,100.23,7.1,5,Luxury,Diesel,Automatic,New,Sports,Black,Recommended
Rolls-Royce Phantom,79.03,12.0,4,Luxury,Petrol,Manual,Used,Luxury,Black,Not Recommended
Lexus LC500h,173.52,7.2,5,Luxury,Diesel,Automatic,Used,Luxury,Grey,Not Recommended
Porsche 911,154.71,7.5,5,Luxury,Diesel,Automatic,Used,Family,Black,Recommended
Audi RS5,290.12,5.5,2,Luxury,Hybrid,Automatic,Used,Family,White,Not Recommended
Jaguar XF,87.53,13.6,4,Luxury,Hybrid,Manual,New,Family,White,Recommended
Aston Martin Vantage,80.89,11.7,2,Luxury,Hybrid,Automatic,Used,Family,Red,Not Recommended
Audi A8L,114.42,8.0,2,Luxury,Hybrid,Manual,Used,Luxury,Grey,Recommended
Ferrari Roma,91.88,6.5,4,Luxury,Petrol,Manual,New,Luxury,White,Recommended
Ferrari Roma,154.53,13.2,4,Luxury,Hybrid,Manual,New,Sports,Black,Not Recommended
Porsche 911,213.14,12.8,5,Luxury,Diesel,Automatic,New,Sports,Red,Recommended
Porsche 911,225.51,15.0,5,Luxury,Hybrid,Manual,New,Sports,Red,Recommended
Mercedes AMG GT,64.84,12.9,2,Luxury,Hybrid,Automatic,New,Sports,Black,Not Recommended
Audi RS7,263.8,13.6,4,Luxury,Diesel,Manual,Used,Family,White,Recommended
Mercedes AMG GT,233.25,12.0,2,Luxury,Hybrid,Automatic,New,Family,Blue,Not Recommended
BMW M5,258.94,13.1,2,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Not Recommended
BMW M4,81.36,10.6,4,Luxury,Diesel,Automatic,Used,Sports,Grey,Recommended
Jaguar F-Type,196.65,8.9,2,Luxury,Diesel,Manual,Used,Sports,Black,Not Recommended
Aston Martin Vantage,140.22,9.7,2,Luxury,Petrol,Automatic,New,Family,White,Recommended
Audi RS5,120.36,14.2,4,Luxury,Diesel,Manual,New,Family,Grey,Not Recommended
Porsche 911,269.63,5.6,4,Luxury,Petrol,Manual,Used,Family,Blue,Recommended
Land Rover Range Rover,244.71,5.7,2,Luxury,Diesel,Manual,Used,Luxury,Blue,Not Recommended
Ferrari Roma,263.22,10.5,5,Luxury,Petrol,Manual,Used,Luxury,Grey,Recommended
Rolls-Royce Phantom,249.82,12.0,4,Luxury,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Audi A8L,90.22,10.8,2,Luxury,Hybrid,Manual,New,Luxury,Black,Recommended
BMW M4,107.14,10.6,2,Luxury,Petrol,Automatic,New,Family,Blue,Not Recommended
Jaguar F-Type,260.5,5.4,5,Luxury,Diesel,Automatic,New,Family,Grey,Recommended
BMW M5,202.84,5.8,5,Luxury,Diesel,Manual,Used,Family,Blue,Recommended
Audi A8L,82.2,7.9,2,Luxury,Diesel,Automatic,Used,Sports,Black,Not Recommended
Lamborghini Huracan,295.68,12.3,5,Luxury,Diesel,Automatic,Used,Sports,Grey,Not Recommended
Rolls-Royce Phantom,251.06,9.3,2,Luxury,Hybrid,Automatic,New,Luxury,Red,Recommended
Land Rover Range Rover,131.64,14.5,5,Luxury,Petrol,Automatic,Used,Family,Blue,Not Recommended
Audi RS7,199.93,12.6,4,Luxury,Diesel,Automatic,Used,Sports,Black,Not Recommended
Jaguar F-Type,185.29,5.7,2,Luxury,Hybrid,Automatic,New,Sports,White,Not Recommended
Porsche Panamera,253.82,10.7,5,Luxury,Petrol,Manual,New,Luxury,Grey,Recommended
Land Rover Range Rover,224.56,7.9,5,Luxury,Hybrid,Automatic,New,Sports,Grey,Recommended
Range Rover Sport,99.75,14.2,5,Luxury,Diesel,Automatic,Used,Luxury,Grey,Not Recommended
BMW M4,283.69,14.3,5,Luxury,Petrol,Automatic,New,Luxury,Black,Recommended
Mercedes S-Class,139.99,9.5,2,Luxury,Diesel,Manual,Used,Family,Black,Not Recommended
Jaguar XF,243.76,9.4,2,Luxury,Hybrid,Automatic,Used,Sports,Red,Recommended
Lexus LC500h,220.94,7.7,4,Luxury,Petrol,Manual,Used,Luxury,Black,Recommended
Rolls-Royce Ghost,105.32,7.5,4,Luxury,Hybrid,Manual,Used,Sports,Red,Not Recommended
Range Rover Sport,87.86,9.2,5,Luxury,Diesel,Manual,New,Luxury,Red,Not Recommended
Audi RS7,99.53,13.6,2,Luxury,Diesel,Automatic,Used,Family,Blue,Recommended
Bentley Continental GT,298.29,5.4,4,Luxury,Diesel,Automatic,Used,Sports,Red,Recommended
Mercedes AMG GT,152.64,14.7,4,Luxury,Hybrid,Manual,Used,Luxury,White,Not Recommended
Audi A8L,109.28,9.3,5,Luxury,Diesel,Automatic,New,Luxury,Black,Not Recommended
Rolls-Royce Ghost,88.18,6.6,4,Luxury,Hybrid,Automatic,New,Family,Grey,Recommended
Range Rover Sport,78.37,6.0,2,Luxury,Hybrid,Manual,New,Family,Blue,Not Recommended
Jaguar XF,215.75,10.4,2,Luxury,Hybrid,Manual,Used,Sports,Blue,Not Recommended
Ferrari Roma,60.83,13.1,5,Luxury,Hybrid,Automatic,New,Family,White,Recommended
BMW Z4,180.25,12.8,4,Luxury,Petrol,Manual,New,Luxury,Red,Recommended
BMW M4,292.8,8.0,5,Luxury,Hybrid,Automatic,Used,Family,Black,Recommended
Ferrari Roma,297.42,13.3,5,Luxury,Diesel,Manual,Used,Family,Red,Not Recommended
Porsche 911,124.89,9.5,2,Luxury,Petrol,Manual,New,Family,Red,Recommended
Jaguar F-Type,113.64,7.9,5,Luxury,Diesel,Manual,New,Family,White,Recommended
Lamborghini Huracan,240.96,12.2,4,Luxury,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Audi RS7,98.01,5.3,2,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
Range Rover Sport,114.26,7.2,5,Luxury,Hybrid,Automatic,New,Luxury,Red,Recommended
Rolls-Royce Phantom,182.88,7.0,4,Luxury,Diesel,Manual,Used,Luxury,Blue,Not Recommended
Porsche 911,150.61,10.6,5,Luxury,Diesel,Manual,Used,Sports,Red,Not Recommended
Bentley Continental GT,294.25,13.7,4,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
Lexus LC500h,55.81,6.2,4,Luxury,Diesel,Manual,New,Family,Grey,Recommended
Mercedes AMG GT,149.79,10.4,5,Luxury,Petrol,Manual,Used,Family,White,Recommended
BMW M5,53.51,7.7,5,Luxury,Petrol,Automatic,New,Sports,Red,Recommended
Range Rover Sport,287.59,7.2,5,Luxury,Hybrid,Automatic,New,Family,Black,Not Recommended
Bentley Continental GT,144.01,12.5,2,Luxury,Petrol,Automatic,Used,Sports,Black,Not Recommended
Bentley Continental GT,280.81,8.6,5,Luxury,Hybrid,Manual,New,Sports,Grey,Not Recommended
Aston Martin Vantage,91.3,5.8,2,Luxury,Hybrid,Automatic,New,Luxury,Black,Recommended
Land Rover Range Rover,172.72,8.2,2,Luxury,Diesel,Automatic,New,Sports,Grey,Recommended
Range Rover Sport,133.54,12.1,4,Luxury,Hybrid,Manual,New,Sports,White,Recommended
BMW M4,176.09,13.8,5,Luxury,Petrol,Manual,New,Luxury,Black,Not Recommended
Mercedes AMG GT,185.03,13.1,4,Luxury,Diesel,Automatic,New,Sports,Black,Not Recommended
Audi RS7,130.24,10.8,4,Luxury,Diesel,Automatic,Used,Luxury,Grey,Not Recommended
Mercedes S-Class,183.92,7.3,4,Luxury,Petrol,Automatic,New,Luxury,Black,Recommended
Ferrari Roma,232.57,9.0,4,Luxury,Hybrid,Manual,Used,Luxury,Red,Not Recommended
BMW M4,122.06,9.6,5,Luxury,Hybrid,Manual,New,Family,White,Not Recommended
BMW M5,233.69,9.7,4,Luxury,Petrol,Manual,Used,Luxury,White,Not Recommended
Porsche 911,88.33,14.0,4,Luxury,Diesel,Automatic,Used,Sports,White,Not Recommended
BMW Z4,36.06,9.5,4,Luxury,Diesel,Automatic,Used,Family,Blue,Recommended
Lamborghini Huracan,261.78,13.8,5,Luxury,Hybrid,Automatic,New,Sports,White,Recommended
Land Rover Range Rover,189.0,12.8,4,Luxury,Petrol,Automatic,Used,Sports,Blue,Not Recommended
Porsche Panamera,271.48,10.7,4,Luxury,Petrol,Automatic,Used,Luxury,Grey,Not Recommended
Rolls-Royce Ghost,208.34,9.3,4,Luxury,Diesel,Automatic,Used,Luxury,Blue,Recommended
Audi A8L,88.07,12.4,4,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
Range Rover Sport,69.72,7.4,4,Luxury,Diesel,Manual,New,Sports,White,Recommended
Audi RS7,211.04,10.7,4,Luxury,Hybrid,Manual,Used,Luxury,Grey,Not Recommended
BMW M5,289.93,6.1,2,Luxury,Diesel,Automatic,Used,Luxury,Red,Recommended
Rolls-Royce Ghost,50.25,14.5,5,Luxury,Petrol,Automatic,Used,Family,White,Not Recommended
BMW M4,156.05,5.1,5,Luxury,Petrol,Automatic,Used,Sports,Grey,Not Recommended
Ferrari Roma,67.23,6.0,2,Luxury,Diesel,Automatic,New,Luxury,Grey,Not Recommended
Audi RS5,251.38,14.6,5,Luxury,Hybrid,Automatic,Used,Family,Grey,Recommended
Mercedes AMG GT,129.71,13.7,2,Luxury,Petrol,Automatic,Used,Family,White,Recommended
Rolls-Royce Phantom,155.78,10.8,5,Luxury,Hybrid,Manual,New,Sports,Black,Recommended
Jaguar F-Type,168.37,11.1,4,Luxury,Petrol,Manual,Used,Luxury,Blue,Recommended
Mercedes AMG GT,132.03,8.9,2,Luxury,Petrol,Automatic,Used,Family,Blue,Recommended
Bentley Continental GT,107.08,9.9,4,Luxury,Diesel,Automatic,Used,Family,White,Not Recommended
Lamborghini Huracan,262.87,10.1,2,Luxury,Hybrid,Automatic,Used,Luxury,Black,Not Recommended
Mercedes S-Class,193.65,10.9,2,Luxury,Diesel,Automatic,Used,Sports,Blue,Recommended
Ferrari Roma,266.72,13.1,2,Luxury,Diesel,Automatic,New,Family,Red,Recommended
Land Rover Range Rover,153.43,7.9,4,Luxury,Hybrid,Manual,Used,Sports,White,Recommended
Lexus LC500h,86.46,11.0,4,Luxury,Hybrid,Manual,New,Sports,Blue,Not Recommended
Jaguar F-Type,177.29,14.6,2,Luxury,Hybrid,Automatic,Used,Family,Black,Not Recommended
Audi A8L,290.44,6.3,4,Luxury,Hybrid,Manual,New,Sports,Blue,Not Recommended
Bentley Continental GT,101.02,6.0,4,Luxury,Diesel,Manual,Used,Luxury,Black,Not Recommended
Lexus LC500h,68.05,12.5,2,Luxury,Petrol,Automatic,Used,Luxury,Blue,Recommended
Porsche Cayenne,276.49,7.3,5,Luxury,Petrol,Manual,New,Family,Grey,Not Recommended
Porsche 911,173.26,5.9,2,Luxury,Diesel,Manual,New,Sports,Red,Not Recommended
Audi RS5,263.32,7.9,5,Luxury,Diesel,Automatic,New,Luxury,Grey,Recommended
Jaguar F-Type,136.52,7.7,2,Luxury,Petrol,Manual,New,Sports,Red,Not Recommended
Jaguar XF,50.24,9.9,4,Luxury,Petrol,Automatic,Used,Family,Blue,Recommended
Audi RS7,159.92,13.9,5,Luxury,Diesel,Manual,Used,Sports,Blue,Recommended
Bentley Continental GT,114.14,5.0,2,Luxury,Petrol,Manual,Used,Luxury,Red,Recommended
Jaguar XF,229.74,7.2,2,Luxury,Petrol,Manual,New,Family,White,Recommended
BMW Z4,226.51,6.0,5,Luxury,Petrol,Manual,Used,Family,Blue,Not Recommended
Bentley Continental GT,240.82,6.9,5,Luxury,Diesel,Manual,New,Family,Black,Recommended
Porsche Panamera,32.62,7.5,5,Luxury,Diesel,Automatic,Used,Luxury,Black,Recommended
Rolls-Royce Phantom,98.05,8.8,4,Luxury,Petrol,Manual,Used,Sports,Red,Recommended
Lamborghini Huracan,204.7,7.3,5,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
Aston Martin Vantage,255.3,9.4,5,Luxury,Diesel,Automatic,New,Family,Black,Not Recommended
Mercedes AMG GT,230.2,9.2,5,Luxury,Petrol,Manual,Used,Family,Red,Not Recommended
Porsche Panamera,147.3,14.5,2,Luxury,Petrol,Automatic,Used,Family,Blue,Recommended
Rolls-Royce Phantom,187.7,5.8,4,Luxury,Petrol,Manual,Used,Family,Blue,Recommended
Audi RS7,277.17,5.5,4,Luxury,Diesel,Automatic,Used,Luxury,Grey,Recommended
Audi RS5,114.36,14.8,5,Luxury,Diesel,Automatic,Used,Luxury,Blue,Not Recommended
Ferrari Roma,98.07,6.0,4,Luxury,Hybrid,Manual,Used,Luxury,Black,Recommended
Audi RS7,241.74,9.0,2,Luxury,Petrol,Automatic,Used,Luxury,Grey,Recommended
Aston Martin Vantage,78.88,5.1,2,Luxury,Hybrid,Automatic,Used,Sports,White,Not Recommended
Audi RS5,195.53,7.8,4,Luxury,Diesel,Manual,New,Family,Blue,Not Recommended
Porsche Cayenne,157.68,5.5,5,Luxury,Petrol,Manual,Used,Sports,White,Recommended
Ferrari Roma,228.34,13.8,5,Luxury,Petrol,Automatic,Used,Family,White,Recommended
Range Rover Sport,45.16,7.9,4,Luxury,Diesel,Automatic,New,Luxury,Black,Not Recommended
Rolls-Royce Phantom,217.42,12.7,2,Luxury,Petrol,Manual,New,Sports,Red,Recommended
Rolls-Royce Phantom,102.02,7.3,4,Luxury,Petrol,Manual,New,Sports,Black,Recommended
Jaguar F-Type,197.05,6.2,4,Luxury,Diesel,Manual,Used,Luxury,White,Recommended
Land Rover Range Rover,260.43,6.9,5,Luxury,Hybrid,Automatic,New,Sports,Red,Recommended
BMW M4,50.46,6.7,2,Luxury,Hybrid,Manual,New,Luxury,Black,Recommended
Ferrari Roma,193.37,11.4,2,Luxury,Petrol,Manual,Used,Sports,Blue,Not Recommended
Audi RS7,40.49,13.0,2,Luxury,Hybrid,Automatic,Used,Sports,Red,Recommended
Audi RS7,275.46,14.9,4,Luxury,Petrol,Manual,New,Family,Red,Not Recommended
Aston Martin Vantage,65.81,11.1,5,Luxury,Petrol,Automatic,Used,Family,Blue,Not Recommended
Lamborghini Huracan,100.22,7.1,5,Luxury,Hybrid,Automatic,Used,Luxury,Black,Not Recommended
Porsche Panamera,150.5,9.8,5,Luxury,Petrol,Manual,Used,Family,Black,Recommended
Porsche Panamera,201.08,11.1,4,Luxury,Hybrid,Manual,New,Family,Grey,Recommended
Bentley Continental GT,70.64,8.4,5,Luxury,Hybrid,Manual,Used,Luxury,Grey,Not Recommended
BMW M4,90.23,11.2,4,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
Ferrari Roma,183.99,12.6,4,Luxury,Petrol,Manual,Used,Luxury,Grey,Not Recommended
Porsche Panamera,239.03,9.5,4,Luxury,Petrol,Manual,Used,Sports,Blue,Recommended
Ferrari Roma,41.16,5.1,2,Luxury,Petrol,Automatic,Used,Family,Red,Recommended
Lamborghini Huracan,168.7,5.4,5,Luxury,Petrol,Manual,New,Luxury,Red,Not Recommended
Range Rover Sport,43.64,11.3,5,Luxury,Diesel,Manual,Used,Luxury,Grey,Recommended
Porsche Cayenne,252.74,12.4,5,Luxury,Diesel,Automatic,Used,Family,Grey,Not Recommended
BMW M4,189.78,11.3,5,Luxury,Hybrid,Automatic,New,Luxury,Black,Not Recommended
Lexus LC500h,143.6,14.3,4,Luxury,Hybrid,Automatic,New,Family,Red,Not Recommended
BMW M5,118.7,11.1,4,Luxury,Diesel,Manual,Used,Sports,Red,Not Recommended
Audi RS5,297.91,13.4,5,Luxury,Petrol,Manual,Used,Sports,White,Not Recommended
Audi RS5,125.45,7.0,2,Luxury,Petrol,Automatic,New,Sports,Red,Recommended
Audi RS7,30.83,13.5,5,Luxury,Petrol,Automatic,Used,Family,Red,Not Recommended
Land Rover Range Rover,292.72,9.9,5,Luxury,Diesel,Automatic,Used,Luxury,Red,Recommended
Rolls-Royce Ghost,156.97,11.9,5,Luxury,Diesel,Manual,Used,Sports,Grey,Not Recommended
Lamborghini Huracan,113.96,6.4,5,Luxury,Diesel,Automatic,New,Sports,Blue,Not Recommended
Rolls-Royce Phantom,191.86,11.3,2,Luxury,Hybrid,Manual,New,Luxury,Blue,Recommended
Rolls-Royce Ghost,53.8,9.6,5,Luxury,Hybrid,Manual,Used,Family,White,Recommended
BMW Z4,252.3,7.0,5,Luxury,Diesel,Manual,New,Sports,White,Recommended
BMW M5,107.73,5.2,4,Luxury,Hybrid,Automatic,Used,Family,Red,Not Recommended
Audi RS5,77.38,14.0,4,Luxury,Petrol,Manual,New,Family,Red,Not Recommended
Jaguar F-Type,269.58,7.2,4,Luxury,Diesel,Automatic,New,Luxury,Grey,Recommended
Audi A8L,151.33,9.9,4,Luxury,Hybrid,Manual,Used,Family,Blue,Not Recommended
BMW M5,207.66,12.3,2,Luxury,Hybrid,Automatic,Used,Luxury,Black,Not Recommended
Bentley Continental GT,213.56,5.9,5,Luxury,Diesel,Automatic,Used,Luxury,Blue,Recommended
Lexus LC500h,109.41,12.8,4,Luxury,Hybrid,Manual,New,Luxury,Red,Not Recommended
BMW Z4,299.81,6.5,5,Luxury,Diesel,Manual,New,Luxury,Black,Recommended
BMW M5,47.68,8.6,5,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
Land Rover Range Rover,290.15,8.0,4,Luxury,Petrol,Manual,New,Luxury,Grey,Not Recommended
Audi RS7,172.83,6.8,2,Luxury,Diesel,Manual,New,Family,White,Not Recommended
